areacode,cat1,cat2,cat3,contentid,contenttypeid,mapx,mapy,readcount,title,addr1,code
32,A01,A0101,A01010600,125266,12,128.2919115,37.52251412,92300,국립 청태산자연휴양림,강원도 횡성군 둔내면 청태산로 610,32320
35,A01,A0101,A01010600,125405,12,129.3655037,35.7619577,142970,토함산자연휴양림,경상북도 경주시 양북면 불국로 1208-45,37020
4,A01,A0101,A01010600,125406,12,128.5159774,35.69138039,168397,비슬산자연휴양림,대구광역시 달성군 유가읍 일연선사길 61,22310
35,A01,A0101,A01010600,125407,12,128.1342659,36.61882624,130206,불정자연휴양림,경상북도 문경시 불정길 180,37090
35,A01,A0101,A01010600,125408,12,129.0537206,36.31791942,86622,청송 자연휴양림 퇴적암층 (청송 국가지질공원),경상북도 청송군 부남면 청송로 3478-96,37330
31,A01,A0101,A01010600,125409,12,127.4912014,37.59336321,302449,국립 유명산자연휴양림,경기도 가평군 설악면 유명산길 79-53,31370
35,A01,A0101,A01010600,125410,12,128.9956518,37.03918876,57713,국립 청옥산자연휴양림,경상북도 봉화군 석포면 청옥로 1552-163,37410
36,A01,A0101,A01010600,125411,12,127.797898,35.73148789,80129,금원산자연휴양림,경상남도 거창군 위천면 금원산길 412,38390
32,A01,A0101,A01010600,125412,12,128.3131052,38.21823377,61058,국립 용대자연휴양림,강원도 인제군 북면 용대리 연화동길,32390
32,A01,A0101,A01010600,125413,12,128.5700394,37.42684713,83968,국립 가리왕산자연휴양림,강원도 정선군 정선읍 가리왕산로 707,32350
37,A01,A0101,A01010600,125414,12,127.2333675,35.51825771,49558,세심자연휴양림,전라북도 임실군 삼계면 임삼로 485,35350
37,A01,A0101,A01010700,125415,12,127.3047575,35.97367388,67689,대아수목원,전라북도 완주군 동상면 대아수목로 94-34,35310
37,A01,A0101,A01010600,125416,12,127.8148028,35.90814315,162228,국립 덕유산자연휴양림,전라북도 무주군 무풍면 구천동로 530-62,35330
32,A01,A0101,A01010600,125417,12,128.7815479,37.70927691,154197,국립 대관령자연휴양림,강원 강릉시 성산면 어흘리 삼포암길 133,32030
7,A01,A0101,A01010600,125418,12,129.0232319,35.52599451,111758,국립 신불산폭포자연휴양림,울산광역시 울주군 상북면 청수골길 175,26310
38,A01,A0101,A01010600,125419,12,126.8998852,34.54513393,73218,국립 천관산자연휴양림,전라남도 장흥군 관산읍 칠관로 842-1150,36380
32,A01,A0101,A01010600,125420,12,128.4608697,37.85213473,190514,국립 삼봉자연휴양림,강원도 홍천군 내면 삼봉휴양길 276,32310
38,A01,A0101,A01010600,125421,12,126.8323801,34.76804945,47088,유치자연휴양림,전라남도 장흥군 유치면 휴양림길 154,36380
34,A01,A0101,A01010600,125424,12,126.7119565,36.33858576,47365,만수산자연휴양림,충청남도 부여군 외산면 휴양로 107,34330
38,A01,A0101,A01010600,125425,12,126.983899,34.69852091,89149,제암산자연휴양림,전라남도 보성군 웅치면 대산길 330,36360
34,A01,A0101,A01010600,125427,12,126.664575,36.63748116,46839,용봉산자연휴양림,충청남도 홍성군 홍북읍 용봉산2길 87,34360
34,A01,A0101,A01010600,125428,12,126.8438227,36.43161349,68151,칠갑산자연휴양림,충청남도 청양군 대치면 칠갑산로 668-103,34350
3,A01,A0101,A01010600,125429,12,127.4545992,36.20214492,126815,만인산푸른학습원,대전광역시 동구 산내로 106,25010
35,A01,A0101,A01010600,125430,12,129.191768,36.93371296,67303,국립 통고산자연휴양림,경상북도 울진군 금강송면 불영계곡로 880,37420
34,A01,A0101,A01010600,125431,12,127.3768905,36.05938483,139227,남이자연휴양림,충청남도 금산군 남이면 느티골길 200,34310
33,A01,A0101,A01010600,125432,12,128.0470598,36.81160532,60278,조령산자연휴양림,충청북도 괴산군 연풍면 새재로 1795,33360
31,A02,A0203,A02030500,125433,12,127.350514,37.1122469,22119,황새울관광농원,경기도 용인시 처인구 백암면 황새울로 242,31190
31,A02,A0203,A02030500,125434,12,127.5161085,37.26828187,21505,청암관광농원,경기도 이천시 부발읍 황무로1720번길 74,31210
34,A02,A0203,A02030500,125437,12,126.591772,36.36981622,21100,상양관광농원,충청남도 보령시 주교면 문화마을길 178-58,34030
38,A02,A0203,A02030500,125442,12,127.0038773,34.72147978,31191,웅치관광농원,전라남도 보성군 웅치면 서동길 227,36360
35,A02,A0203,A02030500,125443,12,127.8990596,36.60024906,21593,청화산농원,경상북도 상주시 화북면 문장로 2199-11,37080
39,A01,A0101,A01010700,125445,12,126.2551754,33.32540095,37476,생각하는 정원,제주특별자치도 제주시 한경면 녹차분재로 675,39010
37,A02,A0203,A02030500,125447,12,126.5436323,35.37614542,46818,보리나라 학원농장,전라북도 고창군 공음면 학원농장길 158-6,35370
34,A01,A0101,A01010600,125448,12,126.3588397,36.49674766,151733,안면도자연휴양림,충청남도 태안군 안면읍 안면대로 3195-6,34380
31,A01,A0101,A01010200,125449,12,127.188385,37.47666846,175442,남한산성도립공원 ,경기도 광주시 남한산성면 남한산성로 731,31250
31,A01,A0101,A01010400,125450,12,126.9520636,37.91214408,67207,감악산(파주),경기도 파주시 적성면 감골길 48,31200
31,A01,A0101,A01010400,125451,12,127.393593,37.42112029,26676,앵자봉,경기도 광주시 퇴촌면 천진암로 1203-1,31250
1,A01,A0101,A01010400,125452,12,127.0543676,37.44168677,184658,청계산,서울특별시 서초구 원터길,11220
31,A01,A0101,A01010300,125453,12,127.2902064,37.66661214,75657,천마산군립공원,경기도 남양주시 화도읍 묵현로 105-37,31130
31,A01,A0101,A01010400,125454,12,126.5940956,37.74324071,36178,애기봉(김포),경기도 김포시 하성면 평화공원로 139,31230
31,A01,A0101,A01010400,125455,12,127.3111023,38.02857314,25465,관음산,경기도 포천시 이동면,31270
31,A01,A0101,A01010400,125456,12,127.2936171,37.28075139,33066,태화산(경기),경기도 광주시 도척면 추곡리,31250
31,A01,A0101,A01010200,125457,12,126.9005398,37.34804766,114677,수리산도립공원,경기도 군포시 속달로 347-4,31160
31,A01,A0101,A01010400,125458,12,127.3023747,37.57107346,91983,운길산,경기도 남양주시 조안면 북한강로433번길 186,31130
31,A01,A0101,A01010400,125459,12,127.3132573,37.75484397,101551,축령산,경기도 남양주시 수동면 축령산로 299,31130
31,A01,A0101,A01010400,125460,12,127.1642551,37.91623634,40562,왕방산,경기도 포천시 신북면 깊이울로 234-106,31270
31,A01,A0101,A01010400,125461,12,127.2446905,37.78354493,31016,주금산,경기도 포천시 내촌면 능곡청정길 50,31270
31,A01,A0101,A01010400,125462,12,127.5683098,37.92023219,25446,가덕산,경기 가평군 북면,31370
31,A01,A0101,A01010400,125463,12,127.4028046,38.04330089,30062,가리산(포천),경기도 포천시 이동면 장암리,31270
31,A01,A0101,A01010600,125464,12,127.3962195,38.02889134,87322,국망봉자연휴양림(포천),경기도 포천시 이동면 늠바위길 207-28,31270
31,A01,A0101,A01010400,125465,12,127.3925641,37.26700478,33433,도드람산(저명산),경기도 이천시 마장면 서이천로,31210
31,A01,A0101,A01010400,125467,12,127.4363222,37.81305334,28501,대금산(경기),경기 가평군 가평읍 두밀리,31370
2,A01,A0101,A01010400,125468,12,126.4237865,37.63246729,114014,마니산(강화),인천광역시 강화군 화도면 마니산로675번길 18,23310
31,A01,A0101,A01010400,125469,12,127.3504217,38.09567437,94545,명성산,경기도 포천시 이동면 도평리,31270
31,A01,A0101,A01010400,125470,12,127.5429655,37.51963938,34840,용문산 백운봉,경기도 양평군 용문면 연수리,31380
31,A01,A0101,A01010400,125471,12,127.4103614,38.07161717,40071,백운산(포천),경기도 포천시 이동면 포화로 236-73,31270
31,A01,A0101,A01010400,125472,12,127.5124067,37.91689543,31686,수덕산,경기 가평군 북면 도대리,31370
31,A01,A0101,A01010400,125473,12,127.3244694,37.87728547,59490,현등산(운악산),경기 가평군 하면 운악청계로 589번길 73,31370
31,A01,A0101,A01010400,125474,12,127.5819386,37.55699688,34349,중원산,경기도 양평군 용문면 조계골길,31380
31,A01,A0101,A01010400,125475,12,127.4467127,37.33963347,25557,원적산 천덕봉,경기도 이천시 백사면 원적로617번길,31210
31,A01,A0101,A01010400,125476,12,127.455809,37.63320516,23639,통방산,경기 가평군 설악면,31370
31,A01,A0101,A01010400,125477,12,127.4278382,37.67067252,36243,화야산,경기 가평군 청평면 삼회리,31370
31,A01,A0101,A01010400,125478,12,127.29681,36.93098073,34400,서운산,경기 안성시 서운면 청룡리,31220
31,A01,A0101,A01010400,125479,12,127.3675034,37.03785857,20715,칠장산,경기 안성시 죽산면,31220
31,A01,A0101,A01010400,125481,12,127.3761453,37.97033947,29791,강씨봉,경기도 포천시 일동면 사직리,31270
31,A01,A0101,A01010400,125482,12,127.3969775,37.94419845,23025,귀목봉,경기도 가평군 북면 조무락골길 132,31370
31,A01,A0101,A01010400,125483,12,127.6030556,37.95497046,25766,몽덕산,경기도 가평군 북면 화악리,31370
31,A01,A0101,A01010400,125484,12,127.4885156,37.58916643,63217,유명산,경기도 가평군 설악면,31370
31,A01,A0101,A01010400,125485,12,127.5688622,37.55116953,70315,용문산,경기도 양평군 용문면 용문산로 782,31380
31,A01,A0101,A01010900,125488,12,127.3991709,37.78466985,75274,녹수계곡,경기도 가평군 상면 덕현리,31370
31,A01,A0101,A01010900,125489,12,127.2769578,37.75754021,115553,비금계곡,경기 남양주시 수동면 내방리,31130
31,A02,A0202,A02020200,125490,12,127.2752385,37.75797346,58159,수동국민관광지,경기도 남양주시 수동면 비룡로 1635,31130
31,A01,A0101,A01010900,125492,12,127.4103058,38.07261983,187949,백운계곡 (한탄강 국가지질공원),경기도 포천시 이동면 도평리 35,31270
31,A01,A0101,A01010900,125493,12,127.4777426,37.93503712,118206,명지계곡,경기도 가평군 북면 적목리,31370
31,A01,A0101,A01010800,125494,12,126.9520636,37.91214408,57903,운계폭포,경기도 파주시 적성면 감골길 48,31200
31,A01,A0101,A01010900,125495,12,127.5875382,37.55575823,43017,용계골,경기도 양평군 용문면 용문산로 512,31380
31,A01,A0101,A01010800,125496,12,127.1427246,38.07722271,51420,재인폭포 (한탄강 국가지질공원),경기도 연천군 연천읍 부곡리 192,31350
2,A01,A0101,A01011200,125497,12,126.3679055,37.53102257,41750,장봉도 옹암해변,인천광역시 옹진군 북도면 장봉로 227,23320
2,A01,A0101,A01011200,125498,12,126.3012771,37.16559165,89921,승봉도 이일레 해변,인천광역시 옹진군 자월면 승봉로116번길,23320
2,A01,A0101,A01011200,125499,12,126.3129738,37.25038202,57925,자월도 장골해변,인천광역시 옹진군 자월면 자월서로,23320
2,A01,A0101,A01011300,125501,12,126.5315138,37.49422972,152788,영종도,인천광역시 중구 운남서로 100,23010
2,A01,A0101,A01011300,125502,12,126.4877441,37.74650234,262135,강화도,인천광역시 강화군 강화읍 강화대로,23310
31,A01,A0101,A01011300,125503,12,126.6244838,37.16865802,811875,제부도,경기도 화성시 서신면 해안길 421-12,31240
2,A01,A0101,A01011300,125504,12,126.1446675,37.2276262,144422,덕적도 갈대 군락지,인천광역시 옹진군 덕적면 덕적북로 130,23320
2,A01,A0101,A01011300,125505,12,124.6766833,37.96440164,148141,백령도,인천광역시 옹진군 백령면 백령로,23320
31,A02,A0202,A02020100,125510,12,126.9484361,37.717825,31082,신흥레저타운,경기도 양주시 장흥면 삼상리,31260
31,A02,A0202,A02020100,125511,12,126.9343269,37.69581342,45656,일영유원지,경기도 양주시 장흥면 삼상리,31260
31,A02,A0202,A02020700,125512,12,127.0104762,37.2773967,24460,팔달공원,경기도 수원시 팔달구 팔달산로 108,31010
31,A02,A0202,A02020200,125513,12,127.4135593,37.7543292,31497,산장관광지,경기도 가평군 상면 덕현산장길 74,31370
31,A02,A0202,A02020100,125514,12,126.9197861,37.41912032,87404,안양예술공원,경기도 안양시 만안구 예술공원로 131,31040
31,A01,A0101,A01011700,125517,12,127.447638,37.71149036,72563,청평호반,경기도 가평군 설악면 유명로 1906-15,31370
31,A02,A0202,A02020100,125518,12,127.2030169,37.77099008,34258,서운동산,경기도 포천시 내촌면 내진로9번길 237,31270
2,A02,A0202,A02020700,125519,12,126.6222755,37.47529463,53717,자유공원(인천),인천광역시 중구 제물량로232번길 46,23010
31,A02,A0202,A02020200,125520,12,127.058876,38.00893194,73307,한탄강 관광지,경기도 연천군 전곡읍 선사로 76,31350
31,A01,A0101,A01011800,125521,12,127.1638252,37.79907221,41577,고모저수지,경기도 포천시 소흘읍 죽엽산로 452,31270
31,A02,A0202,A02020100,125522,12,127.2417961,37.98186621,24926,백로주유원지,경기도 포천시 영중면 호국로 2671-22,31270
31,A02,A0202,A02020700,125523,12,127.3221029,38.06883809,140713,포천 산정호수,경기도 포천시 영북면 산정호수로411번길 104,31270
31,A02,A0202,A02020700,125524,12,127.2726435,37.00504676,19225,낙원역사공원,경기도 안성시 장기로91번길 22,31220
31,A02,A0202,A02020100,125525,12,127.2832857,38.02047358,21384,풍혈산유원지,경기도 포천시 영중면 성장로 268,31270
31,A01,A0101,A01011700,125527,12,127.3437074,37.94308372,54974,청계저수지,경기도 포천시 일동면 운악청계로1480번길 45,31270
31,A02,A0201,A02010800,125528,12,127.098565,37.6845288,21800,흥국사(남양주),경기도 남양주시 덕릉로1071번길 58,31130
31,A02,A0201,A02010800,125530,12,127.0347592,37.41200653,28624,청계사(경기),경기도 의왕시 청계로 475,31170
31,A02,A0201,A02010800,125531,12,127.005098,37.21213749,32433,용주사(화성),경기도 화성시 용주로 136,31240
2,A02,A0201,A02010800,125532,12,126.4372848,37.75102592,35518,백련사(강화),인천광역시 강화군 하점면 고려산로61번길 270,23310
2,A02,A0201,A02010800,125533,12,126.3209944,37.6885034,53090,보문사(강화),인천광역시 강화군 삼산면 삼산남로828번길 44,23310
2,A02,A0201,A02010800,125534,12,126.4829145,37.63169342,68321,강화 전등사,인천광역시 강화군 길상면 전등사로 37-41,23310
31,A02,A0201,A02010800,125535,12,127.2888362,36.91363814,25908,청룡사(안성),경기도 안성시 서운면 청룡길 140,31220
31,A02,A0201,A02010800,125536,12,127.396615,37.02640486,39468,칠장사(안성),경기도 안성시 죽산면 칠장로 399-18,31220
31,A02,A0201,A02010800,125537,12,127.5709926,37.5502169,56320,용문사(용문산),경기도 양평군 용문면 용문산로 782,31380
31,A02,A0201,A02010800,125538,12,127.3309246,37.87058637,36695,현등사(가평),경기도 가평군 조종면 현등사길 34,31370
31,A02,A0201,A02010800,125539,12,127.5530887,37.54856399,36693,상원사(용문산),경기도 양평군 용문면 상원사길 292,31380
31,A02,A0201,A02010700,125540,12,126.9730251,38.02376753,23697,연천 숭의전지,경기도 연천군 미산면 숭의전로 382-27,31350
31,A02,A0201,A02010900,125541,12,127.3827939,37.42441416,32006,천진암 성지,경기도 광주시 퇴촌면 천진암로 1203,31250
31,A02,A0205,A02050200,125542,12,127.1238185,36.98613794,25390,대동법시행기념비,경기도 평택시 소사동,31070
31,A02,A0206,A02060200,125543,12,126.8922134,37.12615655,37793,제암리 3.1운동 순국기념관,경기도 화성시 향남읍 제암길 50,31240
31,A02,A0201,A02010200,125544,12,126.5315771,37.71733429,30602,김포 문수산성,경기도 김포시 월곶면 포내리,31230
31,A02,A0201,A02010700,125545,12,127.1318056,37.61899813,45024,구리 동구릉 ,경기도 구리시 동구릉로 197,31120
31,A02,A0201,A02010700,125546,12,127.1767421,37.75283338,29712,"남양주 광릉(세조,정희왕후) ",경기도 남양주시 진접읍 광릉수목원로 354,31130
31,A02,A0201,A02010700,125547,12,126.949605,37.73358429,29319,권율장군묘,경기도 양주시 장흥면 권율로 223,31260
31,A02,A0201,A02010700,125548,12,127.2096231,37.63155642,30150,"남양주 홍릉(고종과 명성황후)과 유릉(순종과 순명,순정 황후) ",경기도 남양주시 홍유릉로 352-1,31130
31,A02,A0201,A02010700,125549,12,126.9003437,37.7042646,29109,고양 벽제관지,경기도 고양시 덕양구 벽제관로 34-16,31100
31,A02,A0201,A02010200,125550,12,126.9738386,37.64576439,42003,북한산성,경기도 고양시 덕양구 대서문길 375,31100
31,A02,A0201,A02010700,125551,12,126.8685255,37.66399094,38302,고양 서삼릉(장경왕후) ,경기도 고양시 덕양구 서삼릉길 233-126,31100
31,A02,A0201,A02010700,125552,12,126.900782,37.62361011,36434,고양 서오릉 ,경기도 고양시 덕양구 서오릉로 334-32,31100
31,A02,A0201,A02010700,125553,12,126.8552766,37.76772029,23272,파주 윤관장군묘,경기도 파주시 광탄면 혜음로 930,31200
31,A02,A0201,A02011000,125554,12,127.0498447,37.18378601,29380,유엔군 초전기념비,경기도 오산시 경기대로 742,31140
31,A02,A0201,A02010200,125555,12,127.0072872,37.29185608,111623,수원 화성 ,경기도 수원시 장안구 수성로 320,31010
31,A02,A0201,A02010700,125556,12,127.1686183,37.14771175,19882,처인성,경기도 용인시  처인구 남사읍 아곡리 산43,31190
31,A02,A0201,A02010700,125557,12,127.1756479,37.84188688,30831,화산서원(포천),경기도 포천시 가산면 가산로 227-40,31270
31,A02,A0201,A02010700,125558,12,126.7099244,37.6247288,18720,김포향교,경기도 김포시 북변중로25번길 38,31230
31,A02,A0201,A02010700,125559,12,126.8317266,37.24851076,30179,남이장군묘 (화성),경기도 화성시 비봉면 남이로,31240
31,A02,A0201,A02010700,125560,12,127.2990766,37.51624921,40550,정약용선생묘,경기도 남양주시 조안면 다산로747번길 11,31130
2,A02,A0201,A02010700,125561,12,126.6868012,37.43936383,27839,인천향교,인천광역시 미추홀구 매소홀로 589,23090
31,A02,A0201,A02010200,125562,12,126.8264702,37.59612031,46537,행주산성,경기도 고양시 덕양구 행주로15번길 89,31100
2,A02,A0201,A02010700,125563,12,126.4786892,37.75372634,25619,강화향교,인천광역시 강화군 강화읍 향교길 58,23310
2,A02,A0201,A02010200,125564,12,126.483897,37.75604005,47816,강화산성,인천 강화군 강화읍 국화리 산3번지,23310
2,A02,A0201,A02010700,125565,12,126.437473,37.77343442,74385,강화 고인돌 유적 ,인천광역시 강화군 하점면 부근리,23310
2,A02,A0201,A02010700,125566,12,126.439307,37.74256583,27668,강화 홍릉,인천 강화군 강화읍 국화리,23310
2,A02,A0201,A02010700,125567,12,126.5160197,37.7335599,34972,강화전적지,인천광역시 강화군 강화읍 해안동로1366번길 18,23310
31,A01,A0101,A01010400,125568,12,127.4134841,37.28131461,51423,설봉산,경기도 이천시 관고동,31210
31,A02,A0201,A02010200,125569,12,127.5313324,37.54761092,18726,양평군 함왕성지,경기도 양평군 옥천면 용천리 산27번지,31380
31,A02,A0201,A02010200,125571,12,127.2668267,36.92874434,49270,서운산성,경기도 안성시 서운면 산평리,31220
31,A02,A0201,A02010700,125572,12,127.2700714,37.00552999,27086,안성향교,경기도 안성시 낙원길 22,31220
31,A02,A0201,A02010700,125573,12,127.6038995,37.30602634,55184,"여주 영릉(英陵)세종대왕)과 영릉(寧陵)효종,인선왕후) ",경기도 여주시 능서면 영릉로 269-50,31280
31,A02,A0201,A02010700,125574,12,127.6476764,37.29447014,26866,영월루,경기도 여주시 주내로 13,31280
31,A02,A0201,A02010200,125575,12,127.1950883,38.11071142,43951,보가산성지(지장산),경기도 포천시 관인면 중리 산251,31270
31,A02,A0201,A02010600,125576,12,127.3988789,37.31196358,32265,지순택요(고려도요),경기도 이천시 신둔면 경충대로 3217,31210
31,A01,A0101,A01010500,125577,12,126.9876439,37.31678062,29472,노송지대(수원),경기도 수원시 장안구 장안로346번길 118,31010
31,A02,A0201,A02010600,125578,12,127.1182115,37.25778423,93313,한국민속촌,경기도 용인시 기흥구 민속촌로 90,31190
31,A02,A0201,A02011000,125579,12,126.7448054,37.89209825,46942,판문점,경기도 파주시 문산읍 임진각로 148-40,31200
31,A02,A0201,A02010600,125580,12,127.403662,37.30791136,58718,이천도예마을,경기도 이천시 경충대로 2995,31210
31,A02,A0201,A02010600,125581,12,127.2686397,37.44666228,32675,광주 조선백자 요지,경기도 광주시 남한산성면 해공로 91,31250
31,A02,A0201,A02010600,125582,12,127.6472067,37.30489671,25476,여주도예단지,경기도 여주시 여양로 254,31280
31,A02,A0205,A02050200,125583,12,126.6772705,37.77323036,52132,오두산 통일전망대,경기도 파주시 탄현면 필승로 369,31200
32,A01,A0101,A01010100,125584,12,128.2041596,38.12473146,51878,설악산국립공원(내설악),강원도 인제군 북면,32390
32,A01,A0101,A01010100,125586,12,128.3019018,38.18098512,55080,설악산국립공원(남설악),강원도 양양군 서면 설악로 801,32410
32,A01,A0101,A01010100,125587,12,128.050681,37.41436097,60151,치악산국립공원,강원도 원주시 소초면 무쇠점2길 26,32020
32,A01,A0101,A01010200,125588,12,128.8807686,37.82740128,39411,경포도립공원,강원도 강릉시 사천면 산284-1,32030
32,A01,A0101,A01010200,125589,12,128.6313822,38.11610181,29405,낙산도립공원,강원도 양양군 강현면 일출로 42,32410
32,A01,A0101,A01010100,125590,12,128.9620715,37.13111368,117640,태백산 국립공원,강원도 태백시 태백산로 4778,32050
32,A01,A0101,A01010100,125591,12,128.6014972,37.71712808,83781,오대산국립공원,강원도 평창군 진부면 오대산로,32340
32,A01,A0101,A01010400,125593,12,127.9566453,37.87165899,43014,가리산(홍천),강원도 홍천군 두촌면 가리산길 260-9,32310
32,A01,A0101,A01010400,125594,12,128.9203299,37.15818199,51679,함백산,강원도 태백시 혈동,32050
32,A01,A0101,A01010400,125595,12,128.4905564,37.37464885,27466,청옥산(평창),강원도 평창군 미탄면 청옥산길 557-4,32340
32,A01,A0101,A01010400,125596,12,128.289759,37.42776392,25127,백덕산(평창),강원 평창군 평창읍 원당리,32340
32,A01,A0101,A01010400,125597,12,129.0218137,37.39360411,47872,두타산,강원도 삼척시 하장면 두타로,32070
32,A01,A0101,A01010400,125598,12,129.1844784,37.43565522,24629,육향산,강원도 삼척시 새천년도로 16,32070
32,A01,A0101,A01010400,125599,12,127.7437761,38.04829276,38686,용화산 (강원평화지역 국가지질공원),강원도 화천군 하남면 삼화리,32370
32,A01,A0101,A01010400,125600,12,128.1500301,37.23303098,35371,감악산(원주),강원도 원주시 신림면 황둔리,32020
32,A01,A0101,A01010400,125604,12,127.6593321,37.82576987,55355,삼악산(춘천),강원도 춘천시 서면 경춘로 1401-25,32010
32,A02,A0202,A02020100,125605,12,127.6325487,37.81570388,41723,강촌유원지,강원도 춘천시 남산면 일원,32010
32,A01,A0101,A01010400,125606,12,128.0100618,37.71570588,30817,공작산,강원도 홍천군 동면,32310
32,A01,A0101,A01010400,125607,12,127.8454926,37.17189904,29490,미륵산,강원도 원주시 귀래면 용암동막길,32020
32,A01,A0101,A01010400,125609,12,128.0965382,37.40636276,28395,매화산(강원),강원도 원주시 소초면,32020
32,A01,A0101,A01010400,125610,12,127.6951741,37.70307368,51598,팔봉산(홍천),강원도 홍천군 서면 한치골길 1124,32310
32,A01,A0101,A01010400,125611,12,128.2645643,37.60611782,44467,태기산,강원도 횡성군 둔내면 경강로,32320
32,A01,A0101,A01010400,125612,12,128.444545,37.70715122,45560,계방산(평창),강원도 평창군 용평면 운두령로 1243,32340
32,A01,A0101,A01010400,125613,12,128.2707259,37.38343257,26325,백덕산(영월),강원도 영월군 무릉도원면 백년계곡길 200-5,32330
32,A01,A0101,A01010400,125614,12,128.3621647,38.03553653,38389,점봉산,강원도 인제군 인제읍 한석산로 2221-101,32390
32,A01,A0101,A01010400,125616,12,128.7811617,37.25450713,99739,민둥산,강원도 정선군 남면 민둥산로 12,32350
32,A01,A0101,A01010400,125617,12,128.7806257,37.70995459,33923,제왕산/능경봉,강원 강릉시 성산면 어흘리,32030
32,A01,A0101,A01010400,125618,12,128.4603975,38.12090905,33010,오색령(한계령),강원도 양양군 서면 대청봉길 1,32410
32,A01,A0101,A01010400,125619,12,128.6576247,37.8306549,28812,노인봉,강원도 강릉시 연곡면 삼산리,32030
32,A01,A0101,A01010400,125620,12,128.7620825,37.54126816,29836,노추산,강원도 정선군 여량면 노추산로 912-2,32350
32,A01,A0101,A01010400,125621,12,128.4588238,38.08495487,42796,대청봉,강원도 양양군 서면 오색리,32410
32,A01,A0101,A01010400,125624,12,128.6621572,37.75541092,32234,황병산,강원도 평창군 대관령면,32340
32,A01,A0101,A01010900,125625,12,127.1885987,38.15617821,31893,담터계곡,강원도 철원군 동송읍,32360
32,A01,A0101,A01010900,125626,12,128.1294964,37.86763772,46462,용소계곡,강원 홍천군 내촌면 광암리,32310
32,A01,A0101,A01010900,125627,12,128.2965061,37.96539621,42272,내린천 포트홀 (강원평화지역 국가지질공원),강원도 인제군 기린면 북리,32390
32,A01,A0101,A01010900,125628,12,128.2996371,38.03058313,34404,하추리계곡,강원도 인제군 인제읍 하추리,32390
32,A01,A0101,A01010900,125630,12,128.1578056,38.21295085,30823,고원통계곡,강원도 인제군 서화면 서흥리,32390
32,A01,A0101,A01010900,125631,12,128.3403395,38.19420376,33820,구만동계곡,강원도 인제군 북면 용대리,32390
32,A01,A0101,A01010900,125632,12,128.3669444,37.95643193,28405,추대계곡,강원도 인제군 기린면 방동리,32390
32,A01,A0101,A01010900,125633,12,128.1928734,38.25174144,25893,내심적계곡,강원도 인제군 서화면 심적리,32390
32,A01,A0101,A01010900,125634,12,128.3151962,37.86846615,41629,미산계곡,강원도 인제군 상남면 내린천로 1712,32390
32,A01,A0101,A01010900,125635,12,128.8167566,37.31649513,28681,광대곡,강원도 정선군 화암면 광대곡길,32350
32,A02,A0202,A02020100,125636,12,128.916448,37.67242268,43493,단경골 휴양지,강원도 강릉시 강동면 단경로 841,32030
32,A01,A0101,A01010900,125638,12,128.3807373,37.41525597,53694,뇌운계곡,강원도 평창군 평창읍 뇌운계곡로,32340
32,A01,A0101,A01010900,125639,12,129.2144541,37.32634615,41385,내평계곡,강원도 삼척시 근덕면 내평길,32070
32,A01,A0101,A01010900,125640,12,129.129067,37.15238391,36324,동활계곡,강원도 삼척시 가곡면 가곡천로,32070
32,A01,A0101,A01010900,125641,12,129.1583542,37.12226849,97926,덕풍계곡,강원도 삼척시 가곡면 덕풍길 44,32070
32,A01,A0101,A01010900,125642,12,127.4817103,38.07631517,40330,광덕계곡,강원도 화천군 사내면 포화로 582,32370
32,A01,A0101,A01010900,125643,12,127.9022747,37.23029891,30714,천은사계곡(원주),강원도 원주시 귀래면 귀래리,32020
32,A01,A0101,A01010900,125644,12,127.9389727,37.27977444,41160,용수골계곡,강원도 원주시 판부면,32020
32,A01,A0101,A01010900,125645,12,128.0055204,37.34336555,26677,관음사·국형사계곡,강원 원주시 행구동,32020
32,A01,A0101,A01010900,125646,12,128.0635938,37.59793442,66339,병지방계곡,강원도 횡성군 갑천면 병지방리,32320
32,A01,A0101,A01010800,125647,12,128.0611784,38.20908279,25884,팔랑폭포,강원도 양구군 동면,32380
32,A01,A0101,A01010800,125648,12,127.9504414,38.20596438,29390,직연폭포,강원 양구군 방산면 장평리,32380
32,A01,A0101,A01010900,125649,12,128.6719842,37.10781636,29342,내리계곡,강원도 영월군 김삿갓면 내리계곡로,32330
32,A01,A0101,A01010900,125650,12,128.5506449,38.12012756,31095,둔전계곡,강원도 양양군 강현면 둔전리,32410
32,A01,A0101,A01010900,125651,12,128.5578247,38.0360958,38740,공수전계곡,강원도 양양군 서면 용소길 35,32410
32,A01,A0101,A01010800,125652,12,127.3276947,38.1401993,42997,삼부연폭포 (한탄강 국가지질공원),강원도 철원군 갈말읍 신철원리,32360
32,A01,A0101,A01010800,125653,12,127.2662705,38.20942341,36851,직탕폭포 (한탄강 국가지질공원),강원도 철원군 동송읍 직탕길 94,32360
32,A01,A0101,A01010900,125654,12,127.297602,38.17556406,40261,순담계곡,강원도 철원군 갈말읍 순담길 143-3,32360
32,A01,A0101,A01010800,125655,12,127.6596487,37.82604207,26641,등선폭포(삼악산),강원도 춘천시 서면 경춘로 1401-30,32010
32,A01,A0101,A01010800,125656,12,127.81593,37.97830505,28103,구송폭포(구성폭포),강원도 춘천시 북산면 청평리,32010
