areacode,cat1,cat2,cat3,contentid,contenttypeid,mapx,mapy,readcount,title,addr1,code
31,A02,A0207,A02070100,506690,15,127.3111058,37.03377191,86431, 안성맞춤 남사당 바우덕이축제 2020,경기도 안성시 보개면 남사당로 198,31220
7,A02,A0207,A02070100,506774,15,129.2801649,35.43228484,50521, 울산옹기축제,울산광역시 울주군 온양읍 외고산길 23,26310
32,A02,A0207,A02070200,506788,15,127.9353798,37.33437362,37989,원주한지문화제,강원도 원주시 한지공원길 151,32020
31,A02,A0207,A02070200,506797,15,127.4280217,37.27726534,70589,이천쌀문화축제 2020,경기도 이천시 경충대로2697번길 167-29,31210
32,A03,A0302,A03022600,506800,28,128.8413327,37.20968567,16637,세븐스키,강원도 정선군 고한읍 고한로 8,32350
32,A03,A0302,A03022600,506828,28,128.8383024,37.21017166,15396,드림하이원스키샵,강원도 정선군 고한읍 물한리길 52,32350
37,A02,A0207,A02070200,506838,15,127.1482672,35.82068024,41602,전주 한지문화축제,전라북도 전주시 완산구 현무1길 20,35010
32,A02,A0207,A02070100,506895,15,128.6654906,37.37764907,72650, 정선아리랑제 2020,강원도 정선군 정선읍 봉양리 112,32350
36,A02,A0207,A02070200,506926,15,128.0802764,35.18974575,685539,진주 남강유등축제 2020,경상남도 진주시 남강로 626,38030
34,A02,A0207,A02070200,506935,15,127.1671897,36.78229832,123748,천안흥타령춤축제 ,충청남도 천안시 동남구 삼룡동 306-1,34010
32,A02,A0207,A02070100,506942,15,127.7178558,37.87660116,93802, 춘천마임축제,강원도 춘천시 전역,32010
31,A02,A0207,A02070200,507362,15,126.7417751,37.88977346,65750,파주장단콩축제 2020,경기도 파주시 문산읍 임진각로 164,31200
36,A02,A0207,A02070200,507383,15,127.6507963,35.23251393,60289,하동 야생차문화축제,경상남도 하동군 화개면 쌍계로 571-25,38360
37,A03,A0302,A03022600,507479,28,127.7593216,35.90901984,17424,강산에스키샵,전라북도 무주군 설천면 구천동로 1077,35330
34,A02,A0207,A02070100,507480,15,126.7987055,36.0799252,55277, 한산모시문화제,충청남도 서천군 한산면 충절로 1089,34340
37,A03,A0302,A03022600,507504,28,127.7554832,35.90479525,16334,스노우파크,전라북도 무주군 설천면 만선1로 60,35330
37,A03,A0302,A03022600,507511,28,127.755672,35.90758382,14133,k2스키클럽,전라북도 무주군 설천면 만선로 63,35330
1,A02,A0207,A02070200,507531,15,127.1224426,37.51944564,61898,제21회 한성백제문화제 대백제전,서울특별시 송파구 올림픽로 424,11240
37,A03,A0302,A03022600,507532,28,127.7553693,35.90693945,13740,무주스키,전라북도 무주군 설천면 만선로 70,35330
37,A03,A0302,A03022600,507721,28,127.757069,35.91146674,16941,네이버스키샵,전라북도 무주군 설천면 내배방길 9,35330
37,A03,A0302,A03022600,507746,28,127.7551804,35.9065867,17754,그랜드스키타운,전라북도 무주군 설천면 만선로 74-1,35330
37,A03,A0302,A03022600,507759,28,127.7557358,35.91043628,13851,리틀프린스 스키샵,전라북도 무주군 설천면 만선로 34-1,35330
37,A03,A0302,A03022600,507864,28,127.7553026,35.90681168,14351,알토스키샵,전라북도 무주군 설천면 만선로 72,35330
37,A03,A0302,A03022600,507868,28,127.7568246,35.9095364,16565,초이스스키샵,전라북도 무주군 설천면 만선1로 114,35330
37,A03,A0302,A03022600,507943,28,127.7555803,35.90796711,16631,실크로드스키샵,전라북도 무주군 설천면 만선로 57,35330
37,A03,A0302,A03022600,507977,28,127.7557581,35.90862537,14059,무주스키스쿨,전라북도 무주군 설천면 만선로 49,35330
37,A03,A0302,A03022600,508021,28,127.7556471,35.90489246,13925,스키119,전라북도 무주군 설천면 만선1로 62,35330
37,A03,A0302,A03022600,508041,28,127.75978,35.90779498,14305,스카이스키샵,전라북도 무주군 설천면 구천동로 1063,35330
37,A03,A0302,A03022600,508196,28,127.754847,35.90951414,17358,무주스키텔 스키샵,전라북도 무주군 설천면 만선로 36-19,35330
37,A03,A0302,A03022600,508237,28,127.7588911,35.90951422,17654,노블스키샵,전라북도 무주군 설천면 구천동로 1083-11,35330
37,A03,A0302,A03022600,508401,28,127.7580245,35.91155841,14064,ok스키샵,전라북도 무주군 설천면 내배방길 6,35330
1,B02,B0201,B02010900,509241,32,126.9112341,37.517181,23636,라이프스타일 F호텔,서울특별시 영등포구 경인로108길 8,11190
1,A02,A0206,A02060600,509257,14,127.0009799,37.57180959,16139,스페이스 111,서울특별시 종로구 종로33길 15,11010
1,A02,A0206,A02060500,509267,14,127.0009799,37.57180959,18260,두산갤러리,서울특별시 종로구 종로33길 15,11010
37,A03,A0302,A03022600,509295,28,127.7557691,35.91007798,14334,스키라이프,전라북도 무주군 설천면 만선로 36-2,35330
37,A03,A0302,A03022600,509298,28,127.7557358,35.90976135,14284,알프스펜션스키샵,전라북도 무주군 설천면 만선로 38,35330
37,A03,A0302,A03022600,509342,28,127.7589355,35.91102238,14030,알파인스키보드 대여점,전라북도 무주군 설천면 만선로 6,35330
31,A03,A0302,A03022600,509371,28,127.350225,37.21624599,16437,테라스스키,경기도 이천시 마장면 지산로 242,31210
31,A03,A0302,A03022600,509377,28,127.3603797,37.21383256,14364,오늘은 눈,경기도 이천시 마장면 지산로 140,31210
36,A03,A0302,A03022600,509455,28,128.9637975,35.45197118,20246,포시즌스키샵,경상남도 양산시 원동면 어실로 1535,38100
37,A03,A0302,A03022600,510516,28,127.7553859,35.90915308,16949,스마트스키,전라북도 무주군 설천면 만선로 46,35330
37,A03,A0302,A03022600,510546,28,127.7592799,35.91113071,13778,국가대표,전라북도 무주군 설천면 구천동로 1101,35330
37,A03,A0302,A03022600,510559,28,127.7550804,35.90792822,15628,스키광장,전라북도 무주군 설천면 만선로 60,35330
37,A03,A0302,A03022600,510584,28,127.754647,35.90911419,16785,스노우밸리콘도스키샵,전라북도 무주군 설천면 만선로 36-37,35330
33,B02,B0201,B02010900,511144,32,127.7993825,37.08970489,19770,온유호텔(유앤스파),충청북도 충주시 앙성면 능동3길 14,33020
37,A03,A0302,A03022600,511187,28,127.7560024,35.91043628,14469,백암스키샵,전라북도 무주군 설천면 만선로 32,35330
32,A03,A0302,A03022600,511953,28,128.8432742,37.20794146,16326,스노우뱅크,강원도 정선군 고한읍 고한로 36,32350
32,A03,A0302,A03022600,512033,28,128.8152013,37.22328916,15829,눈의나라,강원도 정선군 사북읍 하이원길 36,32350
32,A03,A0302,A03022600,512074,28,128.8476544,37.20550571,17237,겨울세상,강원도 정선군 고한읍 고한로 83,32350
32,A03,A0302,A03022600,512082,28,128.8413327,37.20968567,17205,좋은친구들,강원도 정선군 고한읍 고한로 8,32350
32,A03,A0302,A03022600,512084,28,127.7919687,37.39881907,13911,넌스키난보드,강원도 원주시 지정면 구재로 132,32020
32,A03,A0302,A03022600,512172,28,127.7920075,37.39887462,14494,렌탈의전설,강원도 원주시 지정면 구재로 132,32020
32,A03,A0302,A03022600,512289,28,127.7890802,37.39221978,13901,S-스키,강원도 원주시 지정면 구재로 46,32020
32,A03,A0302,A03022600,513254,28,127.799054,37.40324924,14340,강윤정프로샵(오크점),강원도 원주시 지정면 구재로 216,32020
32,A03,A0302,A03022600,513267,28,127.8015287,37.40708773,13643,스노우밸리,강원도 원주시 지정면 구재로 269,32020
32,A03,A0302,A03022600,513284,28,128.217127,37.50979196,13757,스키짱 주인짱,강원도 횡성군 둔내면 고원로 98,32320
32,A03,A0302,A03022600,513359,28,128.2189963,37.51014473,13689,월드스키,강원도 횡성군 둔내면 고원로 112,32320
32,A03,A0302,A03022600,513482,28,128.2243902,37.51140024,14085,스키911,강원도 횡성군 둔내면 고원로 162,32320
1,A05,A0502,A05020400,513509,39,127.030623,37.52351296,21202,일일향(日日香),서울특별시 강남구 논현로168길 30,11230
1,A05,A0502,A05020100,513516,39,126.9855673,37.57882239,24921,큰기와집,서울특별시 종로구 북촌로 20-7,11010
1,A05,A0502,A05020100,513517,39,126.9816702,37.58357455,30508,청수정,서울특별시 종로구 삼청로 91,11010
32,A03,A0302,A03022600,513604,28,128.2261484,37.5088339,13618,스키114,강원도 횡성군 둔내면 고원로 222,32320
32,A03,A0302,A03022600,513725,28,128.2408502,37.49738551,13393,성우스키샵,강원도 횡성군 둔내면 고원로 419,32320
32,A03,A0302,A03022600,513977,28,128.2384254,37.49875197,13908,록키스키,강원도 횡성군 둔내면 고원로 389,32320
32,A03,A0302,A03022600,514175,28,128.2390059,37.4982437,15237,드림월드프로샵,강원도 횡성군 둔내면 고원로 397,32320
32,A03,A0302,A03022600,514424,28,128.2391032,37.49747713,15095,서울스키,강원도 횡성군 둔내면 고원로 404,32320
32,A03,A0302,A03022600,514515,28,128.2382837,37.49900471,14036,아이러브스키,강원도 횡성군 둔내면 고원로 387,32320
32,A03,A0302,A03022600,514521,28,128.2381922,37.49675497,13892,화이트스포츠,강원도 횡성군 둔내면 고원로398번길 15-1,32320
32,A03,A0302,A03022600,514561,28,128.2396642,37.49691609,13920,오리온스,강원도 횡성군 둔내면 고원로412번길 6,32320
37,A04,A0401,A04010200,522069,38,127.1266278,35.80493165,15015,전주 서부시장,전라북도 전주시 완산구 효동2길 18,35010
35,A04,A0401,A04010200,522257,38,128.3913161,36.19452662,7065,구미 해평시장,경상북도 구미시 해평면 해평시장2길 19,37050
37,A04,A0401,A04010900,522276,38,127.0038623,35.75471024,10108,농협 목우촌 김제지점,전라북도 김제시 금산면 구성길 630,35060
37,A04,A0401,A04010700,522298,38,126.6686233,35.40253897,11851,고창옹기,전라북도 고창군 고수면 장암길 20,35370
35,A04,A0401,A04010700,522415,38,127.9808532,36.56817645,12925,문경 전통한지,경상북도 문경시 농암면 속리길 40,37090
37,A04,A0401,A04010200,522463,38,126.8457806,35.58762097,11801,정읍 농산물도매시장,전라북도 정읍시 황토현로 1213-15,35040
32,A03,A0302,A03022600,522525,28,128.3538491,37.56417437,13258,백야,강원도 평창군 봉평면 태기로 527,32340
37,A04,A0401,A04010200,522533,38,126.8460143,35.57330871,9849,정읍 연지시장,전라북도 정읍시 연지시장3길 50-9,35040
32,A03,A0302,A03022600,522610,28,128.3422638,37.57284259,14020,미남스키,강원도 평창군 봉평면 태기로 362,32340
32,A03,A0302,A03022600,522803,28,128.3502356,37.56357715,13456,대관령스포츠,강원도 평창군 봉평면 태기로 493,32340
32,A03,A0302,A03022600,522857,28,128.698654,37.66224741,13632,설인스키샵,강원도 평창군 대관령면 삼현동1길 10-6,32340
32,A03,A0302,A03022600,522878,28,128.7005062,37.67382944,14452,닥터스노우,강원도 평창군 대관령면 올림픽로 56,32340
32,A03,A0302,A03022600,522886,28,128.7005062,37.67382944,14294,스키뱅크,강원도 평창군 대관령면 올림픽로 56,32340
32,A03,A0302,A03022600,522920,28,128.7050117,37.66521108,14367,눈내리는겨울,강원도 평창군 대관령면 올림픽로 236,32340
32,A03,A0302,A03022600,522952,28,128.6999645,37.67674853,14020,겨울세상,강원도 평창군 대관령면 올림픽로 24,32340
32,A03,A0302,A03022600,522995,28,127.6674844,37.62571548,15976,스키스,강원도 홍천군 서면 한치골길 48,32310
32,A03,A0302,A03022600,523030,28,127.6735731,37.61476409,14832,비젼스키샵,강원도 홍천군 서면 한서로 2166,32310
31,A03,A0302,A03022600,523118,28,127.2882524,37.2306932,15126,양지월드스키,경기도 용인시 처인구 양지면 남평로 36,31190
31,A01,A0101,A01010700,523284,12,127.2703556,37.46952355,34019,율봄식물원,경기도 광주시 퇴촌면 태허정로 267-54,31250
31,A03,A0302,A03022600,523679,28,127.3693453,37.22252894,14792,와우스키,경기도 이천시 마장면 지산로 8,31210
31,A01,A0101,A01010700,523741,12,127.1668682,37.45322635,30639,은행식물원 (은행자연관찰원),경기도 성남시 중원구 은행로 72,31020
31,A03,A0302,A03022600,523914,28,127.3665678,37.21882932,14913,스키타기 좋은날,경기도 이천시 마장면 지산로 58,31210
31,A03,A0302,A03022600,523921,28,127.3483585,37.21639038,15251,모닝스키,경기도 이천시 마장면 지산로 257-7,31210
31,A01,A0101,A01010700,523999,12,126.7313513,37.68554709,50305,선인장다육식물연구소(구 선인장연구소),경기도 고양시 일산서구 송산로 464-52,31100
31,A03,A0302,A03022600,524127,28,127.2408516,37.79624616,15133,스카이스키,경기도 포천시 내촌면 금강로 2520-12,31270
31,A03,A0302,A03022600,524242,28,127.2742248,37.65884609,15621,한강레포츠,경기도 남양주시 화도읍 먹갓로 54,31130
31,A03,A0302,A03022600,524258,28,127.2738692,37.65922937,16345,스키아이,경기도 남양주시 화도읍 먹갓로 55,31130
31,A03,A0302,A03022600,524278,28,127.2731859,37.66042088,16602,에어타임,경기도 남양주시 화도읍 먹갓로 72,31130
35,A03,A0303,A03030800,524873,28,128.8895609,36.77079524,20169,동이사람들(안동래프팅),경상북도 안동시 도산면 퇴계로 3443,37040
34,A02,A0201,A02010700,525648,12,127.1814127,36.19245232,44314,계백장군 유적지,충청남도 논산시 부적면 충곡로 311-54,34060
1,A02,A0207,A02070200,525755,15,126.9141334,37.5320321,746805,영등포 여의도봄꽃축제,서울특별시 영등포구 여의서로,11190
39,A02,A0206,A02060100,526666,14,126.3701776,33.27844684,29667,제주유리박물관,제주특별자치도 서귀포시 중산간서로 1403,39020
33,A02,A0201,A02010800,527227,12,128.2669759,37.20652512,25018,강천사(제천),충청북도 제천시 송학면 옥천3길 56-10,33030
35,A02,A0201,A02010800,527236,12,128.7183582,36.03983913,20111,수도사(영천),경상북도 영천시 신녕면 치산관광길 404,37070
37,A02,A0201,A02010700,527279,12,127.3473019,35.62305337,18053,소충사,전라북도 임실군 성수면 산성로 725-23,35350
31,B02,B0201,B02010700,527497,32,126.8916708,37.85401644,25234,펜션 초리풍경,경기도 파주시 법원읍 초리골길 172-3,31200
39,A02,A0207,A02070200,527505,15,126.7207249,33.27993834,29729,한라산 청정 고사리 축제,제주특별자치도 서귀포시 남원읍 태위로 695,39020
31,A02,A0207,A02070200,527710,15,127.3857029,37.29314885,163739,이천도자기축제,경기도 이천시 신둔면 도자예술로5번길 109,31210
31,A02,A0201,A02010200,529248,12,127.1849534,37.52559605,22611,하남 이성산성,경기도 하남시 춘궁동,31180
32,A02,A0201,A02011000,529493,12,128.4431687,38.47253995,56737,김일성 별장,강원도 고성군 거진읍 화진포길 280,32400
32,A02,A0201,A02011000,529498,12,128.4401161,38.47462853,25692,이기붕별장,강원도 고성군 거진읍 화진포길 300-1,32400
1,A02,A0207,A02070200,531238,15,126.9044307,37.56202011,20637,서울국제여성영화제,서울특별시 마포구 월드컵로 161,11140
37,A02,A0207,A02070200,531318,15,127.1437204,35.82000801,34148,전주국제영화제,전라북도 전주시 완산구 전주객사4길 46,35010
32,A02,A0207,A02070200,531391,15,128.895017,37.7482135,143108,강릉 단오제,강원도 강릉시 단오장길 1,32030
1,A02,A0207,A02070200,531460,15,126.9815039,37.57330351,128875,연등회,서울특별시 종로구 우정국로 55,11010
36,A01,A0101,A01010500,531461,12,127.9227721,34.8189957,25783,남해 다초지(장평지),경상남도 남해군 이동면 초음리,38350
2,A01,A0101,A01010400,531469,12,126.4352713,37.74072987,52116,고려산,인천광역시 강화군 내가면 고천리,23310
36,A01,A0101,A01010400,533874,12,128.4250364,34.82661206,57267,통영케이블카,경상남도 통영시 발개로 205,38050
36,A02,A0201,A02010500,533915,12,128.3232472,35.38203401,23517,호암 이병철선생 생가,경상남도 의령군 정곡면 호암길 22-4,38310
31,A02,A0207,A02070100,534220,15,127.0611507,38.01228159,66014, 연천 구석기축제,경기도 연천군 전곡읍 양연로 1510,31350
36,A02,A0203,A02030100,537938,12,127.7424826,35.7643193,23979,달빛고운월성마을,경상남도 거창군 북상면 덕유월성로 1433-7,38390
36,A02,A0203,A02030100,538011,12,128.1965952,34.93274889,19532,송천참다래마을,경상남도 고성군 하일면 송천리,38340
36,A02,A0203,A02030100,538283,12,128.7605214,35.33181983,27810,김해생태체험학교 참빛,경상남도 김해시 한림면 가동로103번길 44-16,38070
36,A02,A0203,A02030100,538455,12,128.6185877,35.28856932,19361,오체향마을,경상남도 창원시 의창구 북면 구룡로 79-15,38110
7,A02,A0207,A02070200,538458,15,129.3294494,35.63364925,47297,울산 쇠부리축제,울산광역시 북구 달천철장길 58,26040
36,A02,A0203,A02030100,538459,12,127.6372759,35.21025509,24767,하동 삼신녹차마을,경상남도 하동군 화개면 삼신길 7,38360
36,A02,A0203,A02030100,538472,12,128.1395944,35.77297821,19690,각사산촌행태체험마을,경상남도 합천군 가야면 야천로 101,38400
36,A02,A0203,A02030100,538480,12,128.5061045,34.82064751,26887,거제 어구낚시마을,경상남도 거제시 둔덕면 어구길 2-3,38090
36,A02,A0203,A02030100,538485,12,128.6944774,34.80530539,27341,거제 구조라관광어촌마을,경상남도 거제시 일운면 구조라로4길 3-1,38090
35,A02,A0203,A02030100,538495,12,127.92918,36.57122238,20055,우복동 체험마을,경상북도 상주시 화북면 청화로 148,37080
35,A02,A0203,A02030100,547853,12,128.2101274,36.36592876,23389,승곡마을,경상북도 상주시 낙동면 승곡1길 34,37080
35,A02,A0201,A02010600,547873,12,129.1284987,36.55791299,23844,영양 두들마을,경상북도 영양군 석보면 두들마을길 98,37340
35,A02,A0203,A02030100,547880,12,128.61628,36.94763091,21185,소백산단산 포도마을,경상북도 영주시 단산면 단산로 817,37060
35,A02,A0203,A02030100,547898,12,128.3211004,36.57586794,24388,회룡포여울마을,경상북도 예천군 용궁면 용개로 357,37400
35,A02,A0203,A02030100,548138,12,128.9006983,35.72353664,20948,감빛고을,경상북도 청도군 금천면 소천길 193,37360
35,A02,A0203,A02030100,548156,12,128.8219333,35.61198665,20981,아가야체험가자,경상북도 청도군 매전면 청매로 825,37360
39,B02,B0201,B02010100,551958,32,126.8447466,33.32151352,35268,해비치호텔,제주특별자치도 서귀포시 표선면 민속해안로 537,39020
31,B02,B0201,B02010700,553069,32,126.8902598,37.85202775,31719,초호쉼터 펜션 (제 1초호쉼터),경기도 파주시 법원읍 초리골길 134,31200
38,A02,A0201,A02010700,553319,12,126.6225205,34.55125643,34068,고산 윤선도 유적지,전라남도 해남군 해남읍 녹우당길 135,36400
38,A01,A0101,A01011300,553447,12,126.0569887,34.4791859,21093,조도(조도6군도),전라남도 진도군 조도면,36470
38,A02,A0206,A02061100,553448,14,126.4159607,34.7927259,19551,목포 국가무형문화재전수교육관,전라남도 목포시 남농로 83,36010
2,B02,B0201,B02010700,554419,32,126.4569821,37.27929505,26635,노을&바다 펜션,인천광역시 옹진군 영흥면 영흥서로 465-22,23320
32,B02,B0201,B02010700,555412,32,127.309242,38.19440374,21503,바위샘펜션,강원도 철원군 갈말읍 두루미로 244,32360
2,B02,B0201,B02010700,555918,32,126.4360663,37.51971119,34015,해밀의 아침 펜션,인천광역시 옹진군 북도면 신도로 87,23320
32,B02,B0201,B02010700,556707,32,127.3067673,38.19388709,20456,마이그린 펜션,강원도 철원군 갈말읍 두루미로 245-36,32360
31,A03,A0304,A03040200,557269,28,126.7735492,37.22410978,22246,에어로마스터,경기도 화성시 송산면 삼존리 622-13,31240
36,A02,A0207,A02070200,557467,15,128.0802486,35.19043456,43124,진주 논개제,경상남도 진주시 남강로 626,38030
31,A03,A0302,A03020100,558525,28,127.1229961,37.39508508,24309,코오롱스포렉스(분당점),경기도 성남시 분당구 탄천로 27,31020
31,A02,A0202,A02020300,558819,12,126.7442498,37.50002169,46885,웅진플레이도시 워터도시,경기도 부천시 조마루로 2,31050
32,B02,B0201,B02010700,558857,32,127.3027429,38.18638789,21193,승일 펜션,강원도 철원군 갈말읍 태봉로 1694,32360
1,A03,A0302,A03020300,558912,28,127.1229758,37.52098714,21522,올림픽공원 경기장,서울특별시 송파구 올림픽로 424,11240
32,B02,B0201,B02010700,559507,32,127.2671595,38.20579608,20744,새바라기 펜션,강원도 철원군 동송읍 태봉대교길 139-9,32360
32,B02,B0201,B02010700,559692,32,127.2707368,38.20795144,17700,별비 내리는 마을,강원도 철원군 갈말읍 직탕길 26,32360
32,B02,B0201,B02010700,560011,32,127.2779758,38.18319614,17395,별이든 샘 펜션,강원도 철원군 동송읍 창동로 2297,32360
32,A02,A0203,A02030400,560408,12,129.1663179,37.46838165,42917,바다열차,강원도 삼척시 수로부인길 542 / 강원도 강릉시 용지로 176 강릉역,32070
31,A02,A0201,A02011000,560438,12,126.7417408,37.92651084,26366,대성동 자유의 마을,경기도 파주시 군내면 대성동길 150,31200
31,A02,A0204,A02040800,560481,12,126.6866798,37.70834364,41086,파주 출판도시,경기도 파주시 회동길 145,31200
2,A02,A0206,A02060300,560981,12,124.7136239,37.97976432,22123,심청각,인천광역시 옹진군 백령면 백령로316번길 109-117,23320
32,B02,B0201,B02010700,560988,32,127.271337,38.20184661,32615,노스텔지아 펜션,강원도 철원군 동송읍 한탄강길 189,32360
2,A01,A0101,A01011100,560996,12,124.6163553,37.9757771,27964,옹진 백령도 두무진,인천광역시 옹진군 백령면 두무진로 559-3,23320
2,A01,A0101,A01011200,561002,12,124.6980824,37.92340681,34076,백령도 콩돌해변,인천광역시 옹진군 백령면,23320
32,A01,A0101,A01011700,561016,12,127.2898717,38.28422065,22799,토교저수지(철새도래지),강원도 철원군 동송읍 양지길 117,32360
2,A02,A0207,A02070100,561027,15,126.6324848,37.4078332,73018,인천 펜타포트 락페스티벌,인천광역시 연수구 센트럴로 350,23040
32,A02,A0201,A02011000,561034,12,127.2513634,38.30932533,46370,철원 평화전망대,강원도 철원군 동송읍 중강리 588-14,32360
32,A01,A0101,A01010400,561051,12,127.2640885,38.26510575,21372,삽슬봉(아이스크림 고지),강원도 철원군 동송읍 양지리 산 31,32360
32,A01,A0101,A01010500,561105,12,128.076372,38.19198507,31156,양구생태식물원,강원도 양구군 동면 숨골로310번길 169,32380
32,A03,A0305,A03050100,561609,28,127.2870915,38.18907062,19881,코리아레저캠프,강원도 철원군 동송읍 태봉로 1842-5,32360
1,A02,A0206,A02060600,561610,14,126.9646498,37.57421977,37323,광화문아트홀,서울특별시 종로구 인왕산로1길 21,11010
37,A03,A0305,A03050100,561736,28,127.5816851,35.99295157,23404,무주레저스쿨,전라북도 무주군 부남면 굴암로 263,35330
32,A01,A0101,A01011700,561874,12,127.2714922,38.3064316,19233,동송저수지,강원도 철원군 동송읍 강산리,32360
6,A03,A0303,A03030400,561881,28,128.9979111,35.15060564,21966,씨프랜드,부산광역시 사상구 가야대로 229-6,21150
35,A02,A0201,A02010400,561914,12,128.6776013,36.60140224,18635,원주변씨간재종택 및 간재정,경상북도 안동시 서후면 풍산태사로 2720-30,37040
37,A02,A0203,A02030200,561983,12,127.1529168,35.81684464,26263,동락원,전라북도 전주시 완산구 은행로 33-6,35010
31,A02,A0202,A02020800,562010,12,126.7871265,37.59767221,66000,경인아라뱃길유람선 현대크루즈호,경기도 김포시 고촌읍 아라육로270번길 74,31230
32,B02,B0201,B02010700,562299,32,127.2052445,38.15174292,20226,별헤는밤,강원도 철원군 동송읍 담터길 164,32360
31,A03,A0302,A03022100,562326,28,127.6047253,37.46696884,27891,양평칠읍산밸리 ATV체험장,경기도 양평군 용문면 화전로266번길 10-5,31380
32,B02,B0201,B02010700,562354,32,127.2676233,38.2054739,17661,오벨리스크,강원도 철원군 동송읍 태봉대교길 139,32360
37,A03,A0305,A03050100,562359,28,127.5988445,36.00301184,23820,무주스피드레져,전라북도 무주군 부남면 잠두강변길 215,35330
31,A03,A0302,A03022100,562400,28,127.5111339,37.56055627,7927,엑스라이프(X-LIFE),경기도 양평군 옥천면,31380
1,A05,A0502,A05020200,562425,39,126.9798039,37.57730024,19674,두가헌,서울특별시 종로구 삼청로 14,11010
1,A05,A0502,A05020100,562471,39,126.9850591,37.57480618,20863,옥정,서울특별시 종로구 인사동12길 18,11010
31,A04,A0401,A04010600,562857,38,127.0761817,37.2667741,24644,수원 프리미엄아울렛,경기도 용인시 기흥구 중부대로 64,31190
32,B02,B0201,B02010700,562923,32,127.2679344,38.20463234,21450,한탄강 디퍼펜션,강원도 철원군 동송읍 태봉대교길 140-1,32360
32,B02,B0201,B02010700,563186,32,127.2042862,38.15229562,19382,마운틴밸리 펜션,강원도 철원군 동송읍 담터길 174,32360
32,B02,B0201,B02010700,563322,32,127.2868359,38.18821516,25322,늘푸른 펜션,강원도 철원군 동송읍 태봉로 1831-16,32360
6,A02,A0207,A02070200,566822,15,129.1623633,35.15956323,198403,해운대 모래작품 전시회,부산광역시 해운대구 중동1411-23,21090
36,A02,A0203,A02030100,569196,12,128.4372986,35.57497266,28132,창녕 우포가시연꽃마을,경상남도 창녕군 대합면 닭계1길 12,38330
1,A05,A0502,A05020200,570596,39,126.9401647,37.51980343,21853,63뷔페 파빌리온,서울특별시 영등포구 63로 50,11190
31,A05,A0502,A05020100,570737,39,126.7739648,37.66112847,21854,한정식 안,경기도 고양시 일산동구 중앙로 1286,31100
1,A05,A0502,A05020100,570762,39,127.0336896,37.51635273,20631,가시리(본점),서울특별시 강남구 언주로133길 18,11230
32,A02,A0207,A02070200,572615,15,127.983022,38.10423242,18812,도솔산지구 전투전승행사,강원도 양구군 양구읍 박수근로 366-24,32380
33,A02,A0207,A02070200,572668,15,128.2063056,37.13700977,41932,제천국제음악영화제,충청북도 제천시 의병대로12길 14-1,33030
39,A01,A0101,A01010400,572960,12,126.8320556,33.45880649,51749,용눈이오름,제주특별자치도 제주시 구좌읍 종달논길,39010
39,A01,A0101,A01010400,572968,12,126.750331,33.38594378,25628,따라비 오름,제주특별자치도 서귀포시 표선면 가시리,39020
39,A01,A0101,A01010400,572973,12,126.3581488,33.36743681,26023,새별오름,제주특별자치도 제주시 애월읍 봉성리 산,39010
32,A01,A0101,A01010400,572984,12,128.3751606,38.03935023,89986,점봉산 곰배령,강원도 인제군 기린면 곰배령길 12,32390
32,A02,A0207,A02070200,573459,15,127.720232,37.92163763,21785,춘천인형극제,강원도 춘천시 영서로 3017,32010
6,A05,A0502,A05020400,574250,39,129.0337549,35.16223277,16886,남성관,부산광역시 부산진구 백양대로136번길 51,21050
37,A02,A0207,A02070200,574969,15,127.1376922,35.85532333,56121,전주세계소리축제,전라북도 전주시 덕진구 소리로 31,35010
34,A02,A0201,A02010800,575072,12,127.1129263,36.33004093,21596,지장정사(논산),충청남도 논산시 노성면 화곡안길 103,34060
34,A01,A0101,A01011300,575404,12,126.435432,37.04893526,56602,대난지도,충청남도 당진시 석문면 난지도리 4-27,34080
38,A01,A0101,A01011300,575607,12,126.1397023,35.0028699,196787,증도(신안),전라남도 신안군 증도면 문준경길 188,36480
38,A01,A0101,A01011300,575658,12,126.0917157,35.08582641,46376,임자도,전라남도 신안군 임자면 대광해수욕장길 179,36480
38,A01,A0101,A01011300,575754,12,126.6477112,34.14929904,46609,소안도,전라남도 완도군 소안면,36460
36,A01,A0101,A01011300,575784,12,128.5498197,34.6258867,75012,소매물도,경상남도 통영시 한산면 소매물도길 65,38050
38,A01,A0101,A01011300,575857,12,126.0211064,34.33168799,28487,상조도,전라남도 진도군 조도면 조도대로 1298,36470
32,B02,B0201,B02010700,575968,32,128.3301874,37.28317581,25579,엘솔펜션,강원도 영월군 주천면 장충동길 242,32330
6,A03,A0302,A03020700,576732,28,129.2401863,35.28722815,19881,아시아드 컨트리클럽,부산광역시 기장군 일광면 차양길 26,21310
31,A03,A0302,A03020700,577066,28,126.8767192,37.66496875,18786,뉴코리아 컨트리클럽,경기도 고양시 덕양구 신원2로 57,31100
31,A03,A0302,A03020700,577206,28,127.0890746,37.27861463,16184,태광 컨트리클럽,경기도 용인시 기흥구 흥덕4로 77,31190
31,A03,A0302,A03020700,577266,28,127.1151394,37.2616004,18567,남부골프연습장,경기도 용인시 기흥구 민속촌로 95,31190
31,A03,A0302,A03020700,577302,28,126.8604221,37.11659876,41737,발리오스 컨트리클럽,경기도 화성시 팔탄면 3.1만세로 641-28,31240
